label,qid,docid,comment:,features
0,15928,0,docid = GX015-44-4118282 inc = 1 prob = 0.109181,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.2, 0.419355, 0.0, 1.0, 0.478196, 0.765372, 0.949777, 0.706763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.464795, 0.770455, 0.953383, 0.711831, 0.5, 0.290698, 0.0, 0.197431, 0.5, 0.0]"
0,15928,1,docid = GX033-03-4749959 inc = 1 prob = 0.0234141,"[0.003315, 0.0, 1.0, 0.0, 0.005525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007109, 0.0, 1.0, 0.0, 0.008086, 0.000614, 0.2, 0.096774, 0.0, 0.000374, 0.527295, 0.593953, 0.287881, 0.311672, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.413115, 1.0, 0.0, 0.0, 0.0, 0.0, 0.547185, 0.602954, 0.334044, 0.31364, 0.5, 0.255814, 0.0, 0.212859, 0.25, 0.214286]"
1,15928,2,docid = GX034-49-8740899 inc = 1 prob = 0.349153,"[0.093923, 0.0, 0.0, 0.0, 0.093923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.099108, 0.0, 0.0, 0.0, 0.095691, 0.075173, 0.8, 0.225806, 0.117647, 0.075251, 0.66574, 0.774557, 0.886292, 0.757836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.644989, 0.777431, 0.887408, 0.760799, 0.25, 0.127907, 0.0, 0.309468, 1.0, 0.357143]"
1,15928,3,docid = GX034-58-10113712 inc = 1 prob = 0.628008,"[0.065193, 0.0, 0.0, 0.0, 0.065193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.067635, 0.0, 0.0, 0.0, 0.064067, 0.02366, 0.4, 0.225806, 0.0, 0.023579, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.960456, 1.0, 1.0, 1.0, 0.25, 0.069767, 0.0, 0.178784, 0.5, 0.428571]"
0,15928,4,docid = GX043-30-13103572 inc = 0.0538208780499692 prob = 0.200035,"[0.064088, 0.0, 0.0, 0.0, 0.064088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.108129, 0.0, 0.0, 0.0, 0.104844, 0.08719, 0.2, 0.290323, 0.0, 0.087107, 0.897148, 0.822256, 0.937767, 0.780489, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.870716, 0.825926, 0.939, 0.784191, 0.5, 0.255814, 0.0, 0.012703, 0.25, 0.214286]"
0,15928,5,docid = GX052-67-5008443 inc = 0.00244757124951713 prob = 0.0892834,"[0.020994, 0.0, 0.0, 0.0, 0.020994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021397, 0.0, 0.0, 0.0, 0.017709, 0.227361, 0.1, 1.0, 0.235294, 0.227943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.255814, 0.0, 0.040702, 0.5, 0.857143]"
0,15928,6,docid = GX060-74-0065456 inc = 1 prob = 0.182203,"[0.00442, 0.5, 0.5, 0.0, 0.00663, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025407, 0.845827, 0.878943, 0.0, 0.034074, 0.006543, 0.8, 0.322581, 0.058824, 0.006676, 0.989076, 0.58169, 0.676797, 0.405133, 0.686062, 0.850089, 1.0, 0.628858, 0.442942, 0.419689, 0.998278, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.589431, 0.700979, 0.415729, 0.25, 0.151163, 0.0, 0.007826, 0.25, 0.0]"
0,15928,7,docid = GX068-98-13190287 inc = 1 prob = 0.0838741,"[0.001105, 1.0, 1.0, 0.0, 0.005525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002386, 1.0, 1.0, 0.0, 0.008086, 0.0, 0.6, 0.096774, 0.294118, 0.0, 0.428518, 0.62575, 0.213813, 0.390287, 1.0, 1.0, 0.506288, 1.0, 1.0, 1.0, 0.413115, 1.0, 0.0, 0.0, 0.0, 0.0, 0.553847, 0.64364, 0.336633, 0.353196, 0.75, 0.593023, 0.0, 0.253936, 0.75, 0.0]"
0,15928,8,docid = GX069-07-14164433 inc = 1 prob = 0.281396,"[0.123757, 0.0, 0.0, 0.0, 0.123757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.118104, 0.0, 0.0, 0.0, 0.114705, 0.065987, 0.7, 0.16129, 0.0, 0.065931, 0.692662, 0.847713, 0.960238, 0.831629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.670987, 0.850957, 0.961596, 0.834906, 0.5, 0.209302, 0.0, 0.036317, 0.25, 0.642857]"
0,15928,9,docid = GX074-59-6685405 inc = 0.00883186325743972 prob = 0.0594466,"[0.001105, 1.0, 1.0, 0.0, 0.005525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.777953, 0.834835, 0.0, 0.000874, 0.000107, 1.0, 0.225806, 0.0, 0.000187, 0.145679, 0.379178, 0.038751, 0.142651, 0.530757, 0.444524, 0.087994, 0.615503, 0.534303, 0.0, 0.0, 0.249663, 0.0, 0.0, 0.0, 0.0, 0.20863, 0.395436, 0.105807, 0.130429, 0.5, 0.116279, 0.0, 0.213673, 0.5, 0.0]"
